"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"562","nike-downshifter-white-dk-grey-pure-platinum","taille trs petit","semih t","attention taille trs trs petit jai d prendre  tailles au dessus  lacets trs courts sinon trs confortable le pied est bien tenu",2023-04-21,4,"verified purchase"
"563","nike-downshifter-white-dk-grey-pure-platinum","nike herren downshifter  laufschuh","arthur","der nike schuh ist bequem und leicht an den fen zu tragen unbedingt eine nummer grer kaufen",2023-07-17,4,"verified purchase"
"564","nike-downshifter-white-dk-grey-pure-platinum","delle buone scarpe","gnther","prendo sempre nike perch mi sono sempre trovato bene sono delle buone scarpe comode e traspiranti lunica cosa che non tengono caldo il piede in inverno per facendo sport uno alla fine non ci pensa pi",2024-01-26,4,"verified purchase"
"565","nike-downshifter-white-dk-grey-pure-platinum","good product","francesco","its a good product but only buy when you are getting it under  k gives you explosion while running comfort is not that top notch but its decent which is good for running looks really cool ",2024-02-07,5,"verified purchase"
"566","nike-downshifter-white-dk-grey-pure-platinum","calidad precio muy buena","francesco","las uso para andar y entrenar en gimnasio ya llevo varios meses con ellas y siguen como el primer da las uso para entreno de fuerza en gimnasio y cardio corto cuerda o boxeo y alguna caminata por ciudadasfalto no las he usado para running creo que para running hay algunas que valen ms la pena ya que la pisada de estas es bastante duraen gimnasio para m van perfectas los tryhards dicen que la suela debera ser plana pero a mi estas ya me van bien estabilidad etc",2023-12-20,4,"verified purchase"
"567","nike-downshifter-white-dk-grey-pure-platinum","very nice shoes and ","divy"," very comfortable",2024-02-07,4,"verified purchase"
"568","nike-downshifter-white-dk-grey-pure-platinum","great trainers","divy","comfortable  and great trainers for the price",2023-11-14,5,"verified purchase"
"569","nike-downshifter-white-dk-grey-pure-platinum","originale","pablo","scarpa esattamente come descrizione originale nike ad un ottimo prezzo  comode e leggere per stare tutto il giorno in piedi prendere un numero in piu consegna amazon nei tempi",2023-11-29,5,"verified purchase"
"570","nike-downshifter-white-dk-grey-pure-platinum","super","geezzeer","super",2024-01-23,5,"verified purchase"
"571","nike-downshifter-white-dk-grey-pure-platinum","laufen ber wolken","monkeybusiness","ich habe normalerweise viel mit schmerzen in den fen oder schienbeinen zu tun durch fehlbelastungen dabei ist eigentlich immer das schuhwerk das problem sobald ich die falschen schuhe zum jogge nehme fngt wieder der schmerz in den schienbein an ich habe nach schuhen also gesucht die also gut dmpfen und weiche einlagen haben das ist bei diesen absolut der fall die dmpfung ist fr mich richtig super und ich konnte gut auf der strasse sprinten ohne schmerzen ich habe mir jetzt auch ein zweites paar noch dazu gekauft weil die schuhe mir wirklich zusagen und auch in vollstndig schwarz auf der arbeit eine gute figur machen ",2023-08-07,4,"verified purchase"
"572","nike-downshifter-white-dk-grey-pure-platinum","top","aminems","javais un peu peur lors de la commande car jai vu les photos mais franchement arriver super rapidement la couleur est belle la taille est bonne jai rien  redire aucun dfaut de fabrication",2022-12-18,5,"verified purchase"
"573","nike-downshifter-white-dk-grey-pure-platinum","trs confortable","kev","bien arer trs confortable",2023-10-06,5,"verified purchase"
"574","nike-downshifter-white-dk-grey-pure-platinum","comfortable and fit as i expected them to","nick","i feel i got great value for the money i paid",2024-01-17,5,"verified purchase"
"575","nike-downshifter-white-dk-grey-pure-platinum","buone","sergio","queste scarpe non hanno la stessa qualita di quelle che costano  euro sono molto piu rigide ma dopo qualche utilizzo si ammorbidiscono un poper quello che le ho pagate posso dire che sono un ottimo prodotto",2023-12-23,5,"verified purchase"
"576","nike-downshifter-white-dk-grey-pure-platinum","sehr bequem","roestel","passt super und sole voll weich",2023-08-25,5,"verified purchase"
"577","nike-downshifter-white-dk-grey-pure-platinum","unbequem","edma","unbequem die zehen werden taub riecht unangenehm",2023-09-23,5,"verified purchase"
"578","nike-downshifter-white-dk-grey-pure-platinum","mala calidad","bolo"," das con ella corriendo y ya la tela se ha rajado los devuelvo y encima de todo el reembolso me tarda  meses una vergenza cuando se me emita el reembolso pondr una opinin  estrellas",2024-01-31,1,"verified purchase"
"579","nike-downshifter-white-dk-grey-pure-platinum","bequem","kamar","vorteileder schuh ist bequem und leicht sehr angenehm beim laufennachteilenach einem monat benutzt sieht man leichte risse oberflchlich",2023-10-22,1,"verified purchase"
"580","nike-downshifter-white-dk-grey-pure-platinum","klasse unauffllig","kamar","passen super zu meinem outfit tragen sich schn leicht",2023-12-16,3,"verified purchase"
"581","nike-downshifter-white-dk-grey-pure-platinum","fallen kleiner aus","andre","lieferung und rcksendung ohne problemedie fallen eine nummer zuklein aus gegen ber den nike schuhen die ich sonst so habesonst machen sie ein guten eindruck",2023-10-20,4,"verified purchase"
"582","nike-downshifter-white-dk-grey-pure-platinum","muy frofecional y rpido","andre","muy buenas las tenis y confortables y elegantes gracias",2024-02-19,4,"verified purchase"
"583","nike-downshifter-white-dk-grey-pure-platinum","comodas","me gust los artculos que compr para mi uso","muy cmodas y pesan muy poco",2024-02-02,4,"verified purchase"
"584","nike-downshifter-white-dk-grey-pure-platinum","slippery","jose antonio","it feels unsafe running in the rain very slippery on flat surface how can this be a good pair of running shoes if you cant trust your own shoes",2023-10-25,5,"verified purchase"
"585","nike-downshifter-white-dk-grey-pure-platinum","top","sorielle","guter leichter schuh sehr zu empfehlen",2023-11-25,5,"verified purchase"
"586","nike-downshifter-white-dk-grey-pure-platinum","damage","vogh",NA,2024-01-27,1,"verified purchase"
"587","nike-downshifter-white-dk-grey-pure-platinum","mauvaise qualit  les tissus superieurs se craquent","anil prince","ils nont pas fait  mois alors quhabituellement je fais minimum un an avec une paire de nike",2023-07-19,5,"verified purchase"
"588","nike-downshifter-white-dk-grey-pure-platinum","pianta piccola per il mio piede","anil prince","presa per sostituire un modello precedente downshifter  la scarpoa  bella ma purtroppo per il mio piede la pianta si  rivelata troppo stretta peccato perch il modello che avevo era perfetto lho dovuta restituire",2024-01-12,3,"verified purchase"
"589","nike-downshifter-white-dk-grey-pure-platinum","box","blaise","box doesnt seems to be original",2024-01-04,3,"verified purchase"
"590","nike-downshifter-white-dk-grey-pure-platinum","a good product the product looks original","blaise","bought this product from amazon for was skeptical initially whether its will be a genuine productdid some research on the web and some verification and came to conclusion that its original on the basis of the following points the product is lightweight and fits as expected  the finishing looks authentic scanned the qr codes on the shoes tongue  the qr code displays the the same number as printed on the tongue the numbers differ for each foot the box looks original their original one box design which also has removable adhesive stickers to seal the box during returns the logos on the box swoosh design and everything seems to be original i had bought pegasus  a month back from one of the nikes official rd party retailer the box design was an exact match with the current one received the sku printed on the box and the shoes matches with the official nike website the description on the tongue is stitched and not pastedsome observations the qr code number on the box and shoes do not match assuming this may be because of the return and the shoes was put in a different box the qr code on the tongue takes you to nike website but not to the specific product not sure what is the expected behavior amazon is not their official nike rd party retail partnernow if this product is still fake then i suggest nike to acquire the company or recruit the people behind this as they are real talents ",2023-11-01,1,"verified purchase"
"591","nike-downshifter-white-dk-grey-pure-platinum","dudo que sean nike original","dario morales","me parece que son replicas si buscas buena calidad estos no son tus tenis",2024-02-06,4,"verified purchase"
"592","nike-downshifter-white-dk-grey-pure-platinum","good","khaled","not bad",2023-06-22,3,"verified purchase"
"593","nike-downshifter-white-dk-grey-pure-platinum","comodissime","cliente amazon","comodissime",2023-12-24,4,"verified purchase"
"594","nike-downshifter-white-dk-grey-pure-platinum","comodidad y buena estetica","diego camacho sanchez","talla correcta estn bastante bien la verdad",2023-12-13,5,"verified purchase"
"595","nike-downshifter-white-dk-grey-pure-platinum","bonnes chaussures pour le prix","faby","attention taille extra petit je fais du  jai premirement command du  pour etre a laise que jai immdiatement retournes pour du  elles sont trs lgre est confortable mais jai limpression quil y a un petit soucis dequilibre le pied a tendance a se pencher vers lintrieur comme si la semelle etait plus epaise a lextrieur du pied un peu drangeant surtout au debuton sy fait avec le tempspour le prix cela reste cependant trs correct et elles sont joliesje recommande tout de mme mais prenez au moins  voire  tailles au dessus de votre pointure",2023-08-22,5,"verified purchase"
"596","nike-downshifter-white-dk-grey-pure-platinum","gefllt mir sehr ","abdul","ich bin zufrieden ",2023-06-19,3,"verified purchase"
"597","nike-downshifter-white-dk-grey-pure-platinum","groe","bekir siddik esen","alles perfekt aber die groe passt mir nicht  normalerweise trage ich  aber diese schuh ist ",2023-07-05,5,"verified purchase"
"598","nike-downshifter-white-dk-grey-pure-platinum","nike downshiter ","good product ","grate comfort mess is used very nicely fits well",2023-10-24,5,"verified purchase"
"599","nike-downshifter-white-dk-grey-pure-platinum","zapatillas","sandra ls","unas zapatillas que se hacen muy cmodas a la hora de andar como elegantes",2023-12-31,4,"verified purchase"
"600","nike-downshifter-white-dk-grey-pure-platinum","fr das geld ","fidana","optisch sieht es sehr gut aus ich habe  mal damit gespielt und bin erstmal damit zufriedendie verarbeitung konnte besser sein",2023-08-11,5,"verified purchase"
"601","nike-alpha-trainer-sneaker-black","comfortable shoes and fit perfectly","karam t","got these a while back and theyre pretty good in terms of looks and comfort i wear them for hours and they feel great on my feet perfect fit toobut after some time they started making this weird sound with each step kinda like when you step on something sticky its not too loud but noticeable enough to be a bit annoying and embarrassing in quiet places overall theyre solid kicks but that sound thing takes a star off for me",2023-08-06,4,"verified purchase"
"602","nike-alpha-trainer-sneaker-black","alles super","bifimussmit","schnelle lieferung artikel wie beschrieben bin zufrieden",2023-10-24,4,"verified purchase"
"603","nike-alpha-trainer-sneaker-black","ok","nello","ok",2023-11-30,4,"verified purchase"
"604","nike-alpha-trainer-sneaker-black","not bad","kd","kann man machen",2023-10-19,5,"verified purchase"
"605","nike-alpha-trainer-sneaker-black","preis leistung","amazon kunde","alles super und guter preis",2023-12-08,4,"verified purchase"
"606","nike-alpha-trainer-sneaker-black","suola abbastanza dura","michele ruta","prodotto come da aspettative ha per una suola abbastanza dura",2023-08-29,5,"verified purchase"
"607","nike-alpha-trainer-sneaker-black","warm und bequem","monkey","wie beschrieben und sehr gemtlich kauf empfehle ich  gre ist passend oft bei nike zu klein",2023-11-18,4,"verified purchase"
"608","nike-alpha-trainer-sneaker-black","der perfekte alltagsschuh","benutzercan","einfach ein schuh mit perfektem design und komfort es lsst sich sehr angenehm damit laufen und ist auch etwas wasserressistent also man muss schon lange unter dem regen stehen damit die socken nass werden",2023-10-19,5,"verified purchase"
"609","nike-alpha-trainer-sneaker-black","perfectas","sara","envo rpido y todo genial",2023-11-25,5,"verified purchase"
"610","nike-alpha-trainer-sneaker-black","buon prodotto ad un ottimo prezzo scontato","pietro","sono scarpe un p rigide pi da tennis che da walking van bene per la palestrasono forse un p pesanti e come misura ho preso quella solita e va bene",2023-06-07,5,"verified purchase"
"611","nike-alpha-trainer-sneaker-black","hbscher schuh","amazon kunde","sehr bequem",2023-11-26,4,"verified purchase"
"612","nike-alpha-trainer-sneaker-black","airmax","amazon kunde","sind wirklich schn und gemtlich allerdings finde ich das der schuh sehr gro wirkt das gefllt mir persnlich nicht",2023-07-23,5,"verified purchase"
"613","nike-alpha-trainer-sneaker-black","scarpe p","monica","the media could not be loaded                                                                        belle e comodissima",2023-11-14,4,"verified purchase"
"614","nike-alpha-trainer-sneaker-black","passt perfekt","simone sengstock","der schuh passt perfekt super bequem",2023-11-09,5,"verified purchase"
"615","nike-alpha-trainer-sneaker-black","sehr gut","patric weller","zufrieden",2023-11-13,5,"verified purchase"
"616","nike-alpha-trainer-sneaker-black","perfekt","lars peuker","passt gut und ist leichtgleich eine nummer grer bestellt",2023-10-26,5,"verified purchase"
"617","nike-alpha-trainer-sneaker-black","nike schuhe","nico","die schuhe sind richtig toll super leicht und mega bequemwrde sie mir wieder kaufen",2023-10-18,5,"verified purchase"
"618","nike-alpha-trainer-sneaker-black","sieht sehr gut aus","daniel schmitz","rezension ndert sich wenn sich was ndert bis jetzt sehr guten eindruck der schuh ist schn und passt gut wirkt qualitativ hochwertig nach ausgiebigen tests kann ich mehr dazu sagen",2023-09-10,5,"verified purchase"
"619","nike-alpha-trainer-sneaker-black","klasse schuh","palma","es muss nicht immer der teuerste sein aber der billigste auch nichtbequem und einfach geil zum tragen",2023-09-30,5,"verified purchase"
"620","nike-alpha-trainer-sneaker-black","gute qualitt","justin","die nice schuhe find ich echt gut und gute qualitt haben sie auch ich persnlich finde die schuhe echt angenehm zu tragen das einzige ma mir nicht gefllt ist das sie mir zu warm sind aber darfr sind sie gut im winter geeignet echt zu empfehlen",2023-07-26,5,"verified purchase"
"621","nike-alpha-trainer-sneaker-black","top qualitt","smeyye zdemir","top qualitt wie beschrieben",2023-10-18,4,"verified purchase"
"622","nike-alpha-trainer-sneaker-black","kaliteli ve kullanl","murat sincar","ayakkab gerekten ok gzel duruyor ayakta ve numara olarak tam uyum saladsadece dikkatimi eken baz yerlerde yaptrc olan ksmlar var n tarafta buda zamanla geicek gibi az yapkanlar",2023-08-31,5,"verified purchase"
"623","nike-alpha-trainer-sneaker-black","was ist mit dem druck","murat sincar","sind die schuhe original fragen wir uns seit tagen und sind uns nicht einigan sich ein toller schuh und mein mann sagt er trgt sich auch okaber der aufdruck ist an vielen stellen nicht vollstndig schief oder kaputtbin skeptisch aber wir behalten ihn nun doch da bei der lieferung schon alles schief lief",2023-11-03,5,"verified purchase"
"624","nike-alpha-trainer-sneaker-black","sehr gut","a","sehr gute schuhe passen perfekt",2023-10-04,5,"verified purchase"
"625","nike-alpha-trainer-sneaker-black","bequem aber leider voll laut","latz","wenn ich bei mir auf der arbeit durch die gnge gehe hrt man mich schonvon weitem kommen die schuhe sind unglaublich laut wenn man nichtzufllig auf sand oder teppich luft sie quietschen voll nervend",2023-07-29,2,"verified purchase"
"626","nike-alpha-trainer-sneaker-black","qualitt fr mll","tobiwahnkenobi","the media could not be loaded                                                                                    also die schuhe sind angekommen die verarbeitung sieht echt billig aus und das soll  von nike kommen   am schuh vorne sind weie punkte sichtbar und die verklebung ist zu sichtbar was soll das jetzt im ernst  und der andere schuh fhlt sich kleiner an als der andere schuh",2023-05-05,5,"verified purchase"
"627","nike-alpha-trainer-sneaker-black","schuhe sind bequem","cazim salja shala","trage die schuhe jetzt seit einer woche und die sind immernoch bequem schuhe passen perfekt",2023-01-23,3,"verified purchase"
"628","nike-alpha-trainer-sneaker-black","fantastica","murat","scarpa bellissimacomoda il  calza bene",2023-08-27,3,"verified purchase"
"629","nike-alpha-trainer-sneaker-black","cmodos y suaves","gianluca","cmodos suaves al caminar recomendable",2023-08-18,4,"verified purchase"
"630","nike-alpha-trainer-sneaker-black","bequemer schuh","israel acevedo","mit einem facelift von anderen schnrsenkel optik je nach geschmack top",2023-07-07,5,"verified purchase"
"631","nike-alpha-trainer-sneaker-black","ce dchire de un peu partout","desbordes benjamin","ce dchire de partout quelque mois aprs avoir reu pourtant je ne cours mme pas avec",2023-09-08,4,"verified purchase"
"632","nike-alpha-trainer-sneaker-black","perfectad","rocio","cmodas y bonitas",2023-07-22,2,"verified purchase"
"633","nike-alpha-trainer-sneaker-black","schuhe","frank ehlen","supper passt alles  supper lieferung",2023-07-07,5,"verified purchase"
"634","nike-alpha-trainer-sneaker-black","super","super toll mega schuh","sehr zufrieden toller schuh",2023-06-21,5,"verified purchase"
"635","nike-alpha-trainer-sneaker-black",NA,"karam kheder",NA,2023-06-29,5,"verified purchase"
"636","nike-alpha-trainer-sneaker-black","ottime per lunghe camminate","teo","ottime scarpe anche  per camminare diverse ore  topo una garanzia",2023-04-29,5,"verified purchase"
"637","nike-alpha-trainer-sneaker-black","top","dino","top",2023-06-04,5,"verified purchase"
"638","nike-alpha-trainer-sneaker-black","wenn man nicht so viel wert auf die groe legt","thom","ich habe  bestellt und   bekommen ist zu gro",2023-02-05,5,"verified purchase"
"639","nike-alpha-trainer-sneaker-black","perfectas","iaki","como un guantecalidad precio increble",2023-05-20,3,"verified purchase"
"640","nike-alpha-trainer-sneaker-black","toller schuh","iaki","schnelle lieferung toller schuh passt perfekt und ist bequem",2023-03-17,5,"verified purchase"
"641","nike-alpha-trainer-sneaker-black","top","karin k","mein sohn ist sehr zufrieden",2023-03-14,4,"verified purchase"
"642","nike-alpha-trainer-sneaker-black","scarso","cliente amazon","scarpe non originali",2023-12-07,5,"verified purchase"
"643","nike-alpha-trainer-sneaker-black","an sich ganz gut","cengiz","kann nur weiter empfehlen",2023-02-13,1,"verified purchase"
"644","nike-alpha-trainer-sneaker-black","nie polecam","dorota  milewska","nie polecam buty nie wytrzymay mc  problem ze sprzedawca i z reklamacja na buty jedna gwiazdka za to e wygladaja ok",2023-09-13,5,"verified purchase"
"645","nike-alpha-trainer-sneaker-black","sehr schon als ich erwartet hat","lolit","passt genau sehr schn design",2023-01-03,1,"verified purchase"
"646","nike-alpha-trainer-sneaker-black"," tutto rumore e fastidio","lolit","the media could not be loaded",2024-01-18,5,"verified purchase"
"647","nike-alpha-trainer-sneaker-black","sempre il meglio","qiuxiaokun","belle e comode",2023-01-25,5,"verified purchase"
"648","nike-alpha-trainer-sneaker-black","undicht","antonio","die schuhe sind nach kurzer zeit undicht",2023-08-06,1,"verified purchase"
"649","nike-alpha-trainer-sneaker-black","calidad penosa","peter krohmer","deja mucho que desear",2023-05-22,5,"verified purchase"
"650","nike-alpha-trainer-sneaker-black",NA,"ngel carrero chacn",NA,NA,1,NA
"651","nike-mens-sneaker-white-black-white","jai attendu mon article  mois pour avoir une mauvaise pointure je ne suis pas content","autieri",NA,2022-01-03,4,"verified purchase"
"652","nike-mens-sneaker-white-black-white",NA,"autieri",NA,NA,1,NA
"653","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,1,NA
"654","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"655","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"656","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"657","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"658","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"659","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"660","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"661","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,4,NA
"662","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"663","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"664","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"665","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"666","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"667","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"668","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"669","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"670","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"671","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,4,NA
"672","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"673","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"674","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"675","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"676","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"677","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"678","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"679","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"680","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"681","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,4,NA
"682","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"683","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"684","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"685","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"686","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"687","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"688","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"689","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"690","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"691","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,4,NA
"692","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"693","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"694","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"695","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"696","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"697","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"698","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"699","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"700","nike-mens-sneaker-white-black-white",NA,NA,NA,NA,NA,NA
"701","nike-revolution-sneaker-anthracite-purple-blackened","five stars","amazon customer","thank you",2017-06-06,4,"verified purchase"
"702","nike-revolution-sneaker-anthracite-purple-blackened","great shoe","zeppelin","great shoe to walk in for  plus hours a day at work love them  heals dont hurt anymore",2020-09-22,5,"verified purchase"
"703","nike-revolution-sneaker-anthracite-purple-blackened","good shoes","abantika","i like them",2023-08-10,5,"verified purchase"
"704","nike-revolution-sneaker-anthracite-purple-blackened","they look good","jacqueline donohue","nice and fits well",2024-01-29,4,"verified purchase"
"705","nike-revolution-sneaker-anthracite-purple-blackened","four stars","megan s downs","good quality good fit true to size",2017-09-04,5,"verified purchase"
"706","nike-revolution-sneaker-anthracite-purple-blackened","such a comfortable and good looking shoe","a covellone reeves","such a comfortable and good looking shoe i am bummed because one of my shoes was delivered with a small stain on the top ",2018-01-07,4,"verified purchase"
"707","nike-revolution-sneaker-anthracite-purple-blackened","five stars","fidel garcia","fit as expected",2017-06-28,4,"verified purchase"
"708","nike-revolution-sneaker-anthracite-purple-blackened","one star","amazon customer","came with wrong size",2017-10-10,5,"verified purchase"
"709","nike-revolution-sneaker-anthracite-purple-blackened","one star","kim","will never buy a nike product again  donated to homeless shelter",2018-09-07,1,"verified purchase"
"710","nike-revolution-sneaker-anthracite-purple-blackened","five stars","jan","arrived quickly and lovely fit",2017-03-15,1,"verified purchase"
"711","nike-revolution-sneaker-anthracite-purple-blackened","good to buy","akshit","honest review go for it definately give you satisfaction",2023-08-16,4,"verified purchase"
"712","nike-revolution-sneaker-anthracite-purple-blackened","good","amazon customer","nice shoe comfortable",2023-07-23,5,"verified purchase"
"713","nike-revolution-sneaker-anthracite-purple-blackened","ein allrounder","issasia","nachdem durchlesen der rezensionen habe ich den schuh eine nummer grer bestellt als meine regulre schuhgre er passt perfekt ich nutze ihn als laufschuh weil ich eine flexible sohle bevorzuge der fu soll beim joggen mitarbeiten neben der flexiblen sohle zeichnet sich der schuh durch das weiche obermaterial aus es drckt an keiner stelle gibt dem fu aber trotzdem soviel halt dass er beim laufen auf der sohle bleibt und nicht seitlich ausbricht der schuh ist so leicht und bequem dass ich ihn nochmals kaufen werde und als freizeitschuh nutze der schuh ist ein allrounder man kann stundenlang darin laufen ohne dass man fuprobleme bekommt die farbe entspricht genau der abbildung der nike laufschuh ist fr jede gelegenheit empfehlenswert",2017-09-16,4,"verified purchase"
"714","nike-revolution-sneaker-anthracite-purple-blackened","four stars","issasia","cute flashy comfy",2017-06-06,5,"verified purchase"
"715","nike-revolution-sneaker-anthracite-purple-blackened","foot comfort","camille bankhead","this is a great shoe with plenty of support and comfort",2020-03-10,5,"verified purchase"
"716","nike-revolution-sneaker-anthracite-purple-blackened","new nike shoes too narrow and weird arch support","robert welch","nike shoes are now sadly too narrow in the front half other brands still fit just fine in  or  medium widthbut not nike i usually get running shoes in a half size larger than dress shoes to accommodate thicker socks but these were too tight in the toe box  even with thin socks the arch support in my old nikes was just finein this pair the medial inner arch was ridiculously highit felt like the foot tilted sharply to the outsideand this is supposedly a neutral running shoe sadly no more nike shoes for meits reebok size  from now on as they fit nice and snug in the heel no movement causing blisters but have plenty of room in the toe box reeboks  also seem to be of higher quality than the new nike shoes",2017-11-08,4,"verified purchase"
"717","nike-revolution-sneaker-anthracite-purple-blackened","rn shoe","celsus","perfect shoe for fitness training",2017-01-09,5,"verified purchase"
"718","nike-revolution-sneaker-anthracite-purple-blackened","i love nike","brad c","ordered a replacement for my oldrundown nike shoes i did expedited shipping these have always been my favorite shoes for running the color is just how i anticipated the feel sooo good on my feet but i knew they would thats why i ordered another pair",2017-07-19,2,"verified purchase"
"719","nike-revolution-sneaker-anthracite-purple-blackened","quality is like copy shoe","valencia family","product quality is not satisfied its sole like very cheap qualityno any qr code for authentication also build quality not up to the mark sticking gulu showing corner of the edges",2023-03-05,5,"verified purchase"
"720","nike-revolution-sneaker-anthracite-purple-blackened","cute","valencia family","i wear these every day to work as a nurse they are very comfortable and cute my only complaint is that the laces are slipperysilky and always come untied even when double knotted  they used to be too narrow across the top of my foot but stretched out within a couple of weeks of wear",2017-11-09,5,"verified purchase"
"721","nike-revolution-sneaker-anthracite-purple-blackened","five stars","amazon customer","love the shoes super comfy and love the color i have gotten so many compliments on them",2017-07-23,4,"verified purchase"
"722","nike-revolution-sneaker-anthracite-purple-blackened","good comfort","bipul thakur",NA,2023-03-07,5,"verified purchase"
"723","nike-revolution-sneaker-anthracite-purple-blackened","four stars","bipul thakur","great looking fit as expected for my daughter",2017-08-15,4,"verified purchase"
"724","nike-revolution-sneaker-anthracite-purple-blackened","runs small","hawaii","ran at least  whole size too small",2017-07-19,4,"verified purchase"
"725","nike-revolution-sneaker-anthracite-purple-blackened","not the nike experience","denise incandela","it is almost like a bootleg product very firm midsole not comfortable at all at this price point some other companies like campus will offer a better product quality is decent but still better skip this product",2023-07-06,4,"verified purchase"
"726","nike-revolution-sneaker-anthracite-purple-blackened","five stars","amazon customer","arrived quickly and fit as expected",2016-12-13,3,"verified purchase"
"727","nike-revolution-sneaker-anthracite-purple-blackened","shoes are super comfortable for my daughter","rdworldgod","shoes are super comfortable for my daughter these however were a full size small for her  i had to send back and order her a  rather than her normal size  great shoes",2016-11-10,2,"verified purchase"
"728","nike-revolution-sneaker-anthracite-purple-blackened","livraison au top","rachel m","super",2020-01-21,5,"verified purchase"
"729","nike-revolution-sneaker-anthracite-purple-blackened","sehr bequem","steph","super schne schuhetolle farbe",2020-04-02,5,"verified purchase"
"730","nike-revolution-sneaker-anthracite-purple-blackened","five stars","ilka vogel","perfect",2017-08-10,5,"verified purchase"
"731","nike-revolution-sneaker-anthracite-purple-blackened","what we expected","j slibeck","just fine",2016-09-20,4,"verified purchase"
"732","nike-revolution-sneaker-anthracite-purple-blackened","appears to be a fake product","solomon","the colur and fit of the shoe doesnt appear tobe a original product",2023-03-27,5,"verified purchase"
"733","nike-revolution-sneaker-anthracite-purple-blackened","eine halbe gre grer bestellen","nate","sehr bequem und leichter schuh habe eine halbe gre grer als sonst bestellt und sie passen perfekt sind sehr zu empfehlen",2017-02-20,3,"verified purchase"
"734","nike-revolution-sneaker-anthracite-purple-blackened","five stars","linda conchi","they feel like slippers",2016-10-11,5,"verified purchase"
"735","nike-revolution-sneaker-anthracite-purple-blackened","the best","amazon customer","these were the best gift i got my brother he has so many shoes and these are his favorite hes a nurse and hes always on his feet and he loves these he wears them for all his shifts definitely decoy",2024-01-03,5,"verified purchase"
"736","nike-revolution-sneaker-anthracite-purple-blackened","white as snow","ashley talbot","bought these for my  year old son he loves wearing them with tall socks they look amazing ",2024-01-19,5,"verified purchase"
"737","nike-revolution-sneaker-anthracite-purple-blackened","they were exactly as they appeared","nathan martinez","shoes looked great very comfortable",2023-12-27,5,"verified purchase"
