"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"818","NIKE-Court-Vision-Nature-Trainers","Sitzt, passt, wackelt und hat Luft.","Amazon Customer","Toller Schuh, schnell geliefert danke.","Reviewed in Germany on 15 November 2022","5.0 out of 5 stars","Verified Purchase"
"819","NIKE-Court-Vision-Nature-Trainers","were these in the garbage?","BlackGravity","This is how I received the shoes, in a box like this and the actual shoe box looked no better and it didn't even have the top to the shoe box. The shoes look odd, one looks more square at the toe than the other. i want my money back or a different pair, sent express.","Reviewed in the United States on 5 September 2023","5.0 out of 5 stars","Verified Purchase"
"820","NIKE-Court-Vision-Nature-Trainers","Perfetto","BlackGravity","Ottimo prodotto, la scarpa calza alla perfezione. Venditore serio e professionale. Consigliato!","Reviewed in Italy on 19 September 2022","1.0 out of 5 stars","Verified Purchase"
"821","NIKE-Court-Vision-Nature-Trainers","Originali","Sissi71","Ottime","Reviewed in Italy on 11 December 2022","4.5 out of 5 stars","Verified Purchase"
"822","NIKE-Court-Vision-Nature-Trainers","È importante saperle regolare in base alle esigenze di camminata","giancarlo li","Le ho prese perché in passato ho usato ancora lo stesso modello e mi sono trovato benissimo","Reviewed in Italy on 10 June 2022","5.0 out of 5 stars","Verified Purchase"
"823","NIKE-Court-Vision-Nature-Trainers","Nike Schuhe","Ann","Passt gut, schnelle Lieferung Sohn ist zufrieden","Reviewed in Germany on 12 May 2022","5.0 out of 5 stars","Verified Purchase"
"824","NIKE-Court-Vision-Nature-Trainers","Ottimo","Felicia","Buona riuscita","Reviewed in Italy on 13 October 2022","5.0 out of 5 stars","Verified Purchase"
"825","NIKE-Court-Vision-Nature-Trainers","Top","Alessandro","Queste scarpe sono sempre state una garanzia...belle e comodissime","Reviewed in Italy on 22 May 2022","5.0 out of 5 stars","Verified Purchase"
"826","NIKE-Court-Vision-Nature-Trainers","Basket troue manquant pour lacet","Produits défectueux niveaux lacet manque dés trou","Troue manquant sur basket pour passer le lacet","Reviewed in France on 26 June 2023","5.0 out of 5 stars","Verified Purchase"
"827","NIKE-Court-Vision-Nature-Trainers","No good","👎 No Good..","👎","Reviewed in the United States on 19 July 2023","1.0 out of 5 stars","Verified Purchase"
"828","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,"1.0 out of 5 stars",NA
"829","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"830","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"831","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,"4.5 out of 5 stars",NA
"832","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"833","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"834","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"835","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"836","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"837","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"838","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"839","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"840","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"841","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,"4.5 out of 5 stars",NA
"842","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"843","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"844","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"845","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"846","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"847","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"848","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"849","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"850","NIKE-Court-Vision-Nature-Trainers",NA,NA,NA,NA,NA,NA
"851","Nike-Venture-Runner-Sneaker-White-Blac","Super Schuh","Patrick Schildberg","Sher gut wie erwartet, preis und Qualität passen.","Reviewed in Germany on 2 January 2024","4.4 out of 5 stars","Verified Purchase"
"852","Nike-Venture-Runner-Sneaker-White-Blac","Guter Kauf","Fabian Schöck","Alles top!","Reviewed in Germany on 30 June 2022","5.0 out of 5 stars","Verified Purchase"
"853","Nike-Venture-Runner-Sneaker-White-Blac","Zoals verwacht","mischa","Heb deze vaker en zitten lekker. Waren dit keer in de aanbieding dus ben dik tevreden.","Reviewed in the Netherlands on 8 January 2024","5.0 out of 5 stars","Verified Purchase"
"854","Nike-Venture-Runner-Sneaker-White-Blac","小さめです。","そるてぃ","NIKEなので予想通り、いつものサイズだとかなり小さめです。0.5〜1.0cmのサイズアップをおすすめします。","Reviewed in Japan on 9 December 2021","5.0 out of 5 stars","Verified Purchase"
"855","Nike-Venture-Runner-Sneaker-White-Blac","A fuir","jean marc chevallier","J ai pris une taille au dessus , beaucoup trop petit , impossible de rentrer le pied dedans .Chaussure bas de gamme.Très déçu , du coup retour à l envoyeur","Reviewed in France on 1 January 2022","3.0 out of 5 stars","Verified Purchase"
"856","Nike-Venture-Runner-Sneaker-White-Blac","Very thin: isn't this a female model?","Carl","Very thin: isn't this a female model?","Reviewed in Belgium on 12 August 2023","1.0 out of 5 stars","Verified Purchase"
"857","Nike-Venture-Runner-Sneaker-White-Blac","Bien mais pas top 😉","Client d'Amazon","J’ai toujours bien aimé le confort Nike, mais je dois dire que je suis un peu déçu. Rien de grave mais c’est franchement moins bien que d’habitude.","Reviewed in France on 28 July 2021","3.0 out of 5 stars","Verified Purchase"
"858","Nike-Venture-Runner-Sneaker-White-Blac","Como esperaba","Maria L.","Me ha gustado tal y como esperaba","Reviewed in Spain on 8 February 2022","4.0 out of 5 stars","Verified Purchase"
"859","Nike-Venture-Runner-Sneaker-White-Blac","Es la segunda vez que la compramos","Yesica Muñoz Bueno","Fue un regalo para mi pareja, ya que es el segundo par que compramos, para él son comodísimas, se ajustan perfectamente al tallaje, es el mejor aliado para ir cómodo y arreglado.","Reviewed in Spain on 13 November 2023","5.0 out of 5 stars","Verified Purchase"
"860","Nike-Venture-Runner-Sneaker-White-Blac","Justo lo esperado, calidad y buen precio.","Alberto","Zapatillas clásicas de Nike, quedan perfectamente. Yo uso un 47 y en NIKE siempre debo elegir un 47,5 porque calzan un poco más pequeñas. Muy cómodas de paseo y para el gimnasio. Para correr no las veo muy apropiadas.","Reviewed in Spain on 5 September 2023","5.0 out of 5 stars","Verified Purchase"
"861","Nike-Venture-Runner-Sneaker-White-Blac","Run small","Carina González","Order one size up. Great sneaker.","Reviewed in the United States on 3 September 2023","4.4 out of 5 stars","Verified Purchase"
"862","Nike-Venture-Runner-Sneaker-White-Blac","Trång","Kent Larsson","Trång fram","Reviewed in Sweden on 27 March 2023","5.0 out of 5 stars","Verified Purchase"
"863","Nike-Venture-Runner-Sneaker-White-Blac","No me gusta la raya de Nike","Manu","Es producto cómodo pero no me esperaba la raya de Nike en ese amarillo tan feo Amazon gracias por la rapidez","Reviewed in Spain on 4 August 2022","3.0 out of 5 stars","Verified Purchase"
"864","Nike-Venture-Runner-Sneaker-White-Blac","Confortables","Fred","Tailles normalement. Confortables et pas chère","Reviewed in France on 19 August 2021","3.0 out of 5 stars","Verified Purchase"
"865","Nike-Venture-Runner-Sneaker-White-Blac","Nike","Lacrima","Trop petite pour moi je fais du 41","Reviewed in France on 30 July 2021","5.0 out of 5 stars","Verified Purchase"
"866","Nike-Venture-Runner-Sneaker-White-Blac","deutlich langlebiger als MD Runner 2","oZZi","Ja sie sind nicht so schön wie meine letzten 4 Paar MD Runner 2 der letzten Jahre und anfangs auch wirklich nicht so bequem.Die Sohle ist zuerst steinhart bietet weniger Grip, aber und das ist es was den Schuh ausmacht. Sie läuft sich nicht schon nach einem Jahr ab. Das Profil ist dann nicht wie beim MD Runner einfach abgefahren.Einen weiterer Schwachpunkt des vormals MD Runner 2 gibt es bei diesem Schuh auch nicht mehr.Und zwar das die Nähte des Stoff und das Leder außen am kleinen Zehgelenk sich auf Höhe des Ballen durch's abrollen nach nur einem Jahr immer auflösen und einreißen, trotzdem man das Leder stets pflegte und die Schuhe nie in der Waschmaschine waren.Im Alltag nach nun mehr als 2 Jahren kann ich sagen, ein absoluter Dauerläufer mit weitaus höherr Standzeit als seine Vorgänger. Somit ist das Preis- Leistungsverhältnis nach anfänglicher Skepsis deutlich besser.","Reviewed in Germany on 18 February 2024","1.0 out of 5 stars","Verified Purchase"
"867","Nike-Venture-Runner-Sneaker-White-Blac","Guter Laufschuh","oZZi","Ein toller Laufschuh der sehr gut verarbeitet ist.Nach sehr kurzer Zeit hat sich das Fußbett angepasst und der Schuh sitzt wie angegossen.Als Hinweis, besser eine Nummer größer bestellen wenn man einen breiten Fuß hat!","Reviewed in Germany on 22 July 2023","5.0 out of 5 stars","Verified Purchase"
"868","Nike-Venture-Runner-Sneaker-White-Blac","Nickel très bonne affaire","Holger  Wrede","Super acheté pourbmonnmaru qui n'avait pas trouvé sa pointure en magasin où elles étaient a 70euros. Et là je les ai eu pour moins de 50 euros . Donc très bonne affaire et super rapide d'envoi","Reviewed in France on 13 March 2021","5.0 out of 5 stars","Verified Purchase"
"869","Nike-Venture-Runner-Sneaker-White-Blac","Orderd a size 10, size 9.5 arrived","Client d'Amazon","Too small and now they are out of stock so I can't get the right size","Reviewed in the United Kingdom on 16 February 2022","5.0 out of 5 stars","Verified Purchase"
"870","Nike-Venture-Runner-Sneaker-White-Blac","Nickel rien à dire","Jen","Baskets de bonne qualité, se porte avec tout type de vêtements. Très satisfait ! Je recommande !","Reviewed in France on 22 July 2022","5.0 out of 5 stars","Verified Purchase"
"871","Nike-Venture-Runner-Sneaker-White-Blac","Muito bom","Marcos Vinicius Lima","Macio e confortável","Reviewed in Brazil on 3 June 2023","4.4 out of 5 stars","Verified Purchase"
"872","Nike-Venture-Runner-Sneaker-White-Blac","Solide. Chaussures de qualité.","Neliel","Produit conforme à la descrition. Je suis satisfait.","Reviewed in France on 23 March 2023","5.0 out of 5 stars","Verified Purchase"
"873","Nike-Venture-Runner-Sneaker-White-Blac","Don’t get this","volkerr","Too small (should’ve been a half size bigger) and toe box is very narrow. Also not very comfortable. Disappointing shoe overall.","Reviewed in the Netherlands on 12 April 2023","5.0 out of 5 stars","Verified Purchase"
"874","Nike-Venture-Runner-Sneaker-White-Blac","Nike Sneaker Bewertung","christian diaz rios","Leichter Sneaker,einfaches Design, angenehm zu tragen","Reviewed in Germany on 8 September 2023","2.0 out of 5 stars","Verified Purchase"
"875","Nike-Venture-Runner-Sneaker-White-Blac","Top","Yves","Nikel comme d habitude avec Nike","Reviewed in Belgium on 15 December 2023","4.0 out of 5 stars","Verified Purchase"
"876","Nike-Venture-Runner-Sneaker-White-Blac","As good as you can spect","Eva F.","Exactly as my used ones.  Perfect size  43  (continental) . It took a month to arrive though, but in the end, everything alright","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars","Verified Purchase"
"877","Nike-Venture-Runner-Sneaker-White-Blac","Livraison rapide. Bon prix","Anna","Modèle classique, pas de surprise. Arrivé ultra rapidement. Bon rapport qualité prix","Reviewed in France on 5 September 2021","5.0 out of 5 stars","Verified Purchase"
"878","Nike-Venture-Runner-Sneaker-White-Blac","Très bien légère jolie et pas trop chère","sylvain  papillié","Journalier","Reviewed in France on 14 June 2021","5.0 out of 5 stars","Verified Purchase"
"879","Nike-Venture-Runner-Sneaker-White-Blac","Commande conforme","Linda","Très confortable et pratique pour ado","Reviewed in France on 21 August 2021","4.0 out of 5 stars","Verified Purchase"
"880","Nike-Venture-Runner-Sneaker-White-Blac","sport","Françoise Le GALLIC","répond au attente","Reviewed in France on 12 July 2023","5.0 out of 5 stars","Verified Purchase"
"881","Nike-Venture-Runner-Sneaker-White-Blac","Gute Qualität","Steffi","Leider etwas sehr schmal","Reviewed in Germany on 3 July 2023","4.4 out of 5 stars","Verified Purchase"
"882","Nike-Venture-Runner-Sneaker-White-Blac","Estupenda relación calidad precio","E10","Las compré en una oferta y estoy encantada. Son cómodas y bonitas. Estupendas para el día a día.","Reviewed in Spain on 16 December 2023","4.0 out of 5 stars","Verified Purchase"
"883","Nike-Venture-Runner-Sneaker-White-Blac","CLASSIC","sharma","Those pair of shoes are so elegant and classic by looks. A little tight on other side compere to other shoes . Just go for the next size.","Reviewed in India on 27 June 2023","5.0 out of 5 stars","Verified Purchase"
"884","Nike-Venture-Runner-Sneaker-White-Blac","Très bien","sharma","Chaussures à la bonne taille et résistantes","Reviewed in France on 26 August 2023","5.0 out of 5 stars","Verified Purchase"
"885","Nike-Venture-Runner-Sneaker-White-Blac","Sehr bequemer Schuh","Éric Sandrine PIERRE","Der Schuh ist sehr schön und echt bequem. Vorne ist er etwas schmaler geschnitten, was bei mir in Ordnung ist.","Reviewed in Germany on 18 December 2023","5.0 out of 5 stars","Verified Purchase"
"886","Nike-Venture-Runner-Sneaker-White-Blac","Chaussures de ville","Christian Braun","Pointure bien adaptée. Pieds larges : éviter ( risques de frottement ) . Matériau synthétique donc assez chaud, éviter en été ( transpiration ). Porte le pied en avant du fait de la forme de la semelle. Chaussure pour la ville , moins bien pour courir. Aspect visuel très agréable. Chaussage agréable , on se sent bien à l’intérieur. Lacets : bien. Semelle souple.","Reviewed in France on 31 December 2021","5.0 out of 5 stars","Verified Purchase"
"887","Nike-Venture-Runner-Sneaker-White-Blac","Exeselentes","Phil Good","Igual que la publicación, se sienten cómodos y de buen material","Reviewed in Mexico on 17 August 2023","5.0 out of 5 stars","Verified Purchase"
"888","Nike-Venture-Runner-Sneaker-White-Blac","Taille correcte et sympathique","Nazaret","Super légère et agréable au pieds","Reviewed in France on 22 September 2021","3.0 out of 5 stars","Verified Purchase"
"889","Nike-Venture-Runner-Sneaker-White-Blac","Je fais du 45 et là on est clairement une taille en dessous.","Nazaret","Prenez une taille au dessus ou passez votre chemin","Reviewed in France on 9 September 2021","5.0 out of 5 stars","Verified Purchase"
"890","Nike-Venture-Runner-Sneaker-White-Blac","Süper","alison","Alın çok rahat","Reviewed in Germany on 18 April 2023","5.0 out of 5 stars","Verified Purchase"
"891","Nike-Venture-Runner-Sneaker-White-Blac","Gostei!","Edmar Carvalho","Leveza e conforto, ótimo para caminhadas.","Reviewed in Brazil on 7 February 2023","4.4 out of 5 stars","Verified Purchase"
"892","Nike-Venture-Runner-Sneaker-White-Blac","Pouce levé !","val","Très sympa avec un jean. Un brin ""vintage"", mais sympa comme tout portées","Reviewed in France on 3 May 2022","5.0 out of 5 stars","Verified Purchase"
"893","Nike-Venture-Runner-Sneaker-White-Blac","Fashionable","John King","I like the look and feel. It is comfortable.","Reviewed in the United States on 7 August 2023","5.0 out of 5 stars","Verified Purchase"
"894","Nike-Venture-Runner-Sneaker-White-Blac","Buena relación calidad / precio , cómodas.","Cristian","Zapatillas sobrias , con una calidad aceptable para el precio, son bastante cómodas.","Reviewed in Spain on 11 September 2023","5.0 out of 5 stars","Verified Purchase"
"895","Nike-Venture-Runner-Sneaker-White-Blac","OK","Obelixis","Schuhe passen und sind gut gefertigt. Sind wie immer.","Reviewed in Germany on 28 April 2023","4.0 out of 5 stars","Verified Purchase"
"896","Nike-Venture-Runner-Sneaker-White-Blac","La caja viene rota y una de las zapatillas sucia.","Sandra V.","La caja de las zapatillas llega rota y aplastada, pero lo que es peor una de las zapatillas en su parte delantera viene con mancha de pegamento.","Reviewed in Spain on 29 January 2022","4.0 out of 5 stars","Verified Purchase"
"897","Nike-Venture-Runner-Sneaker-White-Blac","Perfette !!","Sandra V.","Bellissime !!","Reviewed in Italy on 23 December 2023","2.0 out of 5 stars","Verified Purchase"
"898","Nike-Venture-Runner-Sneaker-White-Blac","Très beau mais taille à revoir","Valentina","Belle chaussure.  Élégante comme chaussure de ville. Néanmoins je porte habituellement du 45 et j'ai commandé du 46. C'était tout juste. Une taille 46.5 ou 47 aurait été mieux je pense.","Reviewed in France on 11 February 2022","2.0 out of 5 stars","Verified Purchase"
"899","Nike-Venture-Runner-Sneaker-White-Blac","Un peu dure","Kami L","Le confort est moindre en comparaison à les u220 de New Balance.","Reviewed in France on 26 November 2022","5.0 out of 5 stars","Verified Purchase"
"900","Nike-Venture-Runner-Sneaker-White-Blac","Guter, wertiger Schuh - etwas enger geschnitten","Chris","Wie bei Nike üblich, sollte man durchaus eine Nummer größer bestellen. Dieses Modell ist zudem noch etwas enger geschnitten. Sieht gut aus und lässt sich bequem tragen, nachdem er ein paar Tage eingelaufen wurde.","Reviewed in Germany on 27 December 2022","4.0 out of 5 stars","Verified Purchase"
"901","Vans-Low-Top-Sneakers-Suede-Canvas","La vieja confiable","Chris Huston","Siempre compro vans negros. Son básicos para mi","Reviewed in Australia on 24 May 2022","4.6 out of 5 stars","Verified Purchase"
"902","Vans-Low-Top-Sneakers-Suede-Canvas","Sehr schöne Schuhe","baker","Die erste Erfahrung mit Vans. Die Verarbeitung ist sehr gut. Die Schuhe passen in der Größe sehr gut.","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars","Verified Purchase"
"903","Vans-Low-Top-Sneakers-Suede-Canvas","De très bonne chaussures","Cristhian Zambrano","Ces baskets Vans Ward sont une super idée cadeau pour mon père ! 👟🎁 Elles offrent un style décontracté et polyvalent, parfait pour différentes occasions. Elles ont un look intemporel qui correspond bien à son style.Pour leur prix, elles sont vraiment top ! Elles offrent le confort que l'on attend des Vans et la qualité à laquelle je m'attendais. Elles sont légères et bien faites, parfaites pour une utilisation quotidienne sans se ruiner.En résumé, ces baskets sont un cadeau parfait 👟🎁","Reviewed in the United States on 25 April 2021","2.0 out of 5 stars","Verified Purchase"
"904","Vans-Low-Top-Sneakers-Suede-Canvas","Five Stars","Andreas","Sweet Vans","Reviewed in Germany on 18 November 2023","5.0 out of 5 stars","Verified Purchase"
"905","Vans-Low-Top-Sneakers-Suede-Canvas","Rojo que te quiero rojo","Mickael Paredes","Wow!!! Si qué les he dado batalla, desde el inicio hasta ahorita, el modelo y el color me encanta.","Reviewed in France on 3 January 2024","5.0 out of 5 stars","Verified Purchase"
"906","Vans-Low-Top-Sneakers-Suede-Canvas","Zero complaints","Amazon Customer","I bought these for myself (female), I wear a 8.5 women's and the 7 mens fit perfcet. Great design and quality!","Reviewed in the United States on 17 April 2017","5.0 out of 5 stars","Verified Purchase"
"907","Vans-Low-Top-Sneakers-Suede-Canvas","It's no like the photo","HEZI","It's no like they show in the picture, looks like other style","Reviewed in Mexico on 15 October 2023","5.0 out of 5 stars","Verified Purchase"
"908","Vans-Low-Top-Sneakers-Suede-Canvas","Awesome Colorway","HEZI","I really, really love this colorway.","Reviewed in the United States on 23 March 2022","5.0 out of 5 stars","Verified Purchase"
"909","Vans-Low-Top-Sneakers-Suede-Canvas","Vans","Justin Sloan","Perfectas y originales","Reviewed in the United States on 5 August 2022","5.0 out of 5 stars","Verified Purchase"
"910","Vans-Low-Top-Sneakers-Suede-Canvas","Really?!?!","Ingrid Díaz","What was delivered, is not what is pictured. Instead of the checkered sides it was all red.","Reviewed in the United States on 11 June 2023","5.0 out of 5 stars","Verified Purchase"
"911","Vans-Low-Top-Sneakers-Suede-Canvas","I’m obsessed!","Chris Huston","These are perfect! They fit well, the yellow is so bright and the classic checkerboard is the best. I’ve gotten a lot of compliments on them already! They are super comfortable too. I love them so much!","Reviewed in Australia on 24 May 2022","4.6 out of 5 stars","Verified Purchase"
"912","Vans-Low-Top-Sneakers-Suede-Canvas","Meine Lieblingsschuhe","baker","Was soll ich sagen, man erhält genau das auf den Bildern. Sie sind bequem, passen perfekt und sehen so super aus, dass mich schon mehrere darauf angesprochen haben. Die Verarbeitung ist auf gewohnt hohem Niveau, die Farben kräftig, nichts drückt oder kneift. 46 wollte ich haben, 46 habe ich erhalten. Größe passt also so wie angegeben.Gerne wieder oder auch mal noch andere Farben in der Art. Ich wäre dabei!","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars","Verified Purchase"
"913","Vans-Low-Top-Sneakers-Suede-Canvas","Made too small","Richard Elliott","I had a pair of these Vans before and they were fine. I ordered the same size in a different color and they did not fit. They were too small and extremely tight. When I compared them to my other Vans they were a size smaller. I looked at the tongue and it was labeled the same size. I will not order them on line again.","Reviewed in the United States on 21 March 2022","2.0 out of 5 stars","Verified Purchase"
"914","Vans-Low-Top-Sneakers-Suede-Canvas","Klassiker !","Technikhilfe Grünstadt","Ich habe mir vor kurzem ein Paar Vans Schuhe Klassiker gekauft und bin absolut begeistert. Das Design ist schlicht und dennoch sehr ansprechend. Die Schuhe sind bequem zu tragen und passen sich gut an die Form des Fußes an, was sie zu einem idealen Begleiter für den Alltag macht.","Reviewed in Germany on 28 December 2022","5.0 out of 5 stars","Verified Purchase"
"915","Vans-Low-Top-Sneakers-Suede-Canvas","Perfette","Eric","Mai avuto problemi con questo articolo. Taglia corrispondente. Ottimo rapporto qualità prezzo","Reviewed in the United States on 31 January 2020","5.0 out of 5 stars","Verified Purchase"
"916","Vans-Low-Top-Sneakers-Suede-Canvas","Son preciosas","HaKa","Las zapatillas son originales pero no es el modelo old school.Son de tela y el color rosa es súper bonito. Tallan perfecto.Encantada.","Reviewed in Germany on 4 April 2023","1.0 out of 5 stars","Verified Purchase"
"917","Vans-Low-Top-Sneakers-Suede-Canvas","Great!","Valeria C.","Authentic. Comfortable. Good quality","Reviewed in Italy on 7 March 2022","5.0 out of 5 stars","Verified Purchase"
"918","Vans-Low-Top-Sneakers-Suede-Canvas","Five Stars","irene","good!!!!","Reviewed in Spain on 10 May 2022","5.0 out of 5 stars","Verified Purchase"
"919","Vans-Low-Top-Sneakers-Suede-Canvas","流石に、VANsですね","irene","カラーも、良いしサイズも、ピッタリ","Reviewed in the United States on 28 July 2022","5.0 out of 5 stars","Verified Purchase"
"920","Vans-Low-Top-Sneakers-Suede-Canvas","Canvas too dirty/hard to take care of","Andrea","Nice and durable and better than canvas.  Decided to purchase these because the canvas type shoes stayed stained especially white and bought a protective waterproof spray to keep them in good condition.  They are had to break in at first and a little heavy but they are skateboarder shoes.  These go with alot of outfits and my daughter has receive many compliments at her high school.HIGHLY RECOMMENDED & BEST PRICE vs VAN'S website.","Reviewed in the United States on 14 April 2018","5.0 out of 5 stars","Verified Purchase"
"921","Vans-Low-Top-Sneakers-Suede-Canvas","Three Stars","Chris Huston","Looked same a picture but just a lil tight  I bought a womans size 9","Reviewed in Australia on 24 May 2022","4.6 out of 5 stars","Verified Purchase"
"922","Vans-Low-Top-Sneakers-Suede-Canvas","Quality superb","baker","It looks really awsm i love it...","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars","Verified Purchase"
"923","Vans-Low-Top-Sneakers-Suede-Canvas","The fit is exact. Get your exact size if you are wearing socks.","Amazon Customer","Love Love Love!!! They fit and look great! Shoe strings are still white and I hope they don’t turn red. Over all they feel good. So good that I went and ordered two more colors on the website!","Reviewed in the United States on 17 July 2017","2.0 out of 5 stars","Verified Purchase"
"924","Vans-Low-Top-Sneakers-Suede-Canvas","Ottimo","Darshanjeet bawa","Consigliato","Reviewed in India on 1 October 2020","3.0 out of 5 stars","Verified Purchase"
"925","Vans-Low-Top-Sneakers-Suede-Canvas","Listed as suede, but instead, canvas.","LJ80","The description listed these Van's as suede. They are not. Still a good shoe and genuine Van's, but they are canvas.","Reviewed in the United States on 22 April 2020","5.0 out of 5 stars","Verified Purchase"
"926","Vans-Low-Top-Sneakers-Suede-Canvas","God","Cliente Amazon","","Reviewed in Italy on 9 January 2024","5.0 out of 5 stars","Verified Purchase"
"927","Vans-Low-Top-Sneakers-Suede-Canvas","No laces???","dann robbins","These shoes do not come with laces, so now I have to purchase laces elsewhere.","Reviewed in the United States on 13 October 2016","5.0 out of 5 stars","Verified Purchase"
"928","Vans-Low-Top-Sneakers-Suede-Canvas","Buenas zapatillas","Albin","Zapatillas cómodas y bonitas","Reviewed in Sweden on 8 February 2024","3.0 out of 5 stars","Verified Purchase"
"929","Vans-Low-Top-Sneakers-Suede-Canvas","Perfekt","Albin","Alles supi.. Habe schon etliche Vans und bisher haben sie immer gepasst. Ich mag die Farbe und das sie einfach zu allem passen und bequem sind","Reviewed in the United States on 4 September 2021","5.0 out of 5 stars","Verified Purchase"
"930","Vans-Low-Top-Sneakers-Suede-Canvas","Love them!","Amazon Customer","Beautiful shoes fit like any other vans. Good quality.","Reviewed in Spain on 7 December 2023","5.0 out of 5 stars","Verified Purchase"
"931","Vans-Low-Top-Sneakers-Suede-Canvas","Muy bonitos y comodos","Chris Huston","Bonitos, comodos, buena calidad","Reviewed in Australia on 24 May 2022","4.6 out of 5 stars","Verified Purchase"
"932","Vans-Low-Top-Sneakers-Suede-Canvas","1 week early and just what I wanted","baker","Well they were supposed to arrive on the 14th of July, but came today 8th.  So that was a pleasant surprise. Brand new, great look.  Seem authentic.  Fit well.  As a Gen X street skater, I have not owned a pair of Vans since the 90s so I’m jacked they came early and are on my feet.","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars","Verified Purchase"
"933","Vans-Low-Top-Sneakers-Suede-Canvas","Great Shoes ! Totally Lit, Extremely ""Off The Wall""","Amazon customer","Typical Vans, Excellent shoes and the slick styling that makes them... ""Vans"".I own several pairs of Vans and this pair is another Fantastic addition to the collection/addiction.Very comfortable, however, as with all my Vans, I would Love to see ""Arch Support"" brought in as arch support is nonexistent. Inserts are life savers for 12 plus hours a day on cement. I still love wearing them, they are my Favorite brand of shoe, I've actually been wearing ""Vans"" for over 38 years !","Reviewed in Mexico on 29 September 2021","2.0 out of 5 stars","Verified Purchase"
"934","Vans-Low-Top-Sneakers-Suede-Canvas","Awesome","Hmmm...Iwantthat.","Love it","Reviewed in the United States on 8 July 2022","5.0 out of 5 stars","Verified Purchase"
"935","Vans-Low-Top-Sneakers-Suede-Canvas","Very happy with purchase","Hmmm...Iwantthat.","I liked everything about this shoe,comfortable quality product and the style. Excellent rendition of a throwback.","Reviewed in the United States on 20 June 2019","5.0 out of 5 stars","Verified Purchase"
"936","Vans-Low-Top-Sneakers-Suede-Canvas","Great!!","Amazon Customer","Very pleased w/ purchase and my son loved the gift!!","Reviewed in India on 4 March 2020","5.0 out of 5 stars","Verified Purchase"
"937","Vans-Low-Top-Sneakers-Suede-Canvas","Vans Ward Sneakers","Vivek Bhunal","The shoes are amazing. Currently Vans Old Skool are out of stock everywhere online and are selling for 2-3 times the actual cost in stores. So finding these Ward were the next best option . The shoes fit true to size and are fairly comfortable but not as the Old Skools , these are a little stiff on the upper part near the last pair of eyelets.","Reviewed in the United States on 5 November 2023","5.0 out of 5 stars","Verified Purchase"
"938","Vans-Low-Top-Sneakers-Suede-Canvas","Excellent pair of shoes","Lee","Excellent pair of shoes. I purchased the white leather and they are perfect. Easy to clean and break in well with the use of leather conditioner.","Reviewed in the United States on 25 December 2021","5.0 out of 5 stars","Verified Purchase"
"939","Vans-Low-Top-Sneakers-Suede-Canvas","Super","Michelle","Super! Polecam!","Reviewed in India on 22 January 2020","5.0 out of 5 stars","Verified Purchase"
"940","Vans-Low-Top-Sneakers-Suede-Canvas","Smart","Nikhil","Perfect. Really nice colour and fit perfectly. Nice smart shoe. Really pleased with item and recommend.","Reviewed in the United States on 17 January 2018","5.0 out of 5 stars","Verified Purchase"
"941","Vans-Low-Top-Sneakers-Suede-Canvas","Ottimo prodotto","Chris Huston","Scarpe comode e calzanti alla perfezione, ordinate due paia, una per me ed una per un mio amico che le voleva assolutamente","Reviewed in Australia on 24 May 2022","4.6 out of 5 stars","Verified Purchase"
